1702	10444116527668746262.wav	Faoi cheann coicíse bhí na Meiriceánaigh agus fórsaí Saoire na Fraince tar éis deisceart na Fraince a shaoradh agus bhí siad ag casadh i dtreo na Gearmáine.	faoi cheann coicíse bhí na meiriceánaigh agus fórsaí saoire na fraince tar éis deisceart na fraince a shaoradh agus bhí siad ag casadh i dtreo na gearmáine	f a o i | c h e a n n | c o i c í s e | b h í | n a | m e i r i c e á n a i g h | a g u s | f ó r s a í | s a o i r e | n a | f r a i n c e | t a r | é i s | d e i s c e a r t | n a | f r a i n c e | a | s h a o r a d h | a g u s | b h í | s i a d | a g | c a s a d h | i | d t r e o | n a | g e a r m á i n e |	256320	MALE
1668	9992742689580521480.wav	Sean gurbh fiú do dhuine Cárta Saor a cheannach, rud a chuireann iontráil ar fáil do rogha páirceanna san Afraic Theas nó do gach uile ceann de Pháirceanna Náisiúnta na hAfraice Theas.	sean gurbh fiú do dhuine cárta saor a cheannach rud a chuireann iontráil ar fáil do rogha páirceanna san afraic theas nó do gach uile ceann de pháirceanna náisiúnta na hafraice theas	s e a n | g u r b h | f i ú | d o | d h u i n e | c á r t a | s a o r | a | c h e a n n a c h | r u d | a | c h u i r e a n n | i o n t r á i l | a r | f á i l | d o | r o g h a | p á i r c e a n n a | s a n | a f r a i c | t h e a s | n ó | d o | g a c h | u i l e | c e a n n | d e | p h á i r c e a n n a | n á i s i ú n t a | n a | h a f r a i c e | t h e a s |	218880	MALE
1668	17419830209297258135.wav	Sean gurbh fiú do dhuine Cárta Saor a cheannach, rud a chuireann iontráil ar fáil do rogha páirceanna san Afraic Theas nó do gach uile ceann de Pháirceanna Náisiúnta na hAfraice Theas.	sean gurbh fiú do dhuine cárta saor a cheannach rud a chuireann iontráil ar fáil do rogha páirceanna san afraic theas nó do gach uile ceann de pháirceanna náisiúnta na hafraice theas	s e a n | g u r b h | f i ú | d o | d h u i n e | c á r t a | s a o r | a | c h e a n n a c h | r u d | a | c h u i r e a n n | i o n t r á i l | a r | f á i l | d o | r o g h a | p á i r c e a n n a | s a n | a f r a i c | t h e a s | n ó | d o | g a c h | u i l e | c e a n n | d e | p h á i r c e a n n a | n á i s i ú n t a | n a | h a f r a i c e | t h e a s |	234240	MALE
1668	8598239884832165065.wav	Sean gurbh fiú do dhuine Cárta Saor a cheannach, rud a chuireann iontráil ar fáil do rogha páirceanna san Afraic Theas nó do gach uile ceann de Pháirceanna Náisiúnta na hAfraice Theas.	sean gurbh fiú do dhuine cárta saor a cheannach rud a chuireann iontráil ar fáil do rogha páirceanna san afraic theas nó do gach uile ceann de pháirceanna náisiúnta na hafraice theas	s e a n | g u r b h | f i ú | d o | d h u i n e | c á r t a | s a o r | a | c h e a n n a c h | r u d | a | c h u i r e a n n | i o n t r á i l | a r | f á i l | d o | r o g h a | p á i r c e a n n a | s a n | a f r a i c | t h e a s | n ó | d o | g a c h | u i l e | c e a n n | d e | p h á i r c e a n n a | n á i s i ú n t a | n a | h a f r a i c e | t h e a s |	264000	MALE
1961	9201417453618748565.wav	Ceann de na modhanna is coitianta a úsáidtear chun tábhacht an tsóisialaithe a léiriú is ea tarraingt ar an gcúpla cás mífhortúnacha de leanaí nár sóisialaíodh le cabhair daoine fásta nuair a bhí siad ag fás, ar chúiseanna a bhain le faillí, mí-ádh nó mí-úsáid thoiliúil.	ceann de na modhanna is coitianta a úsáidtear chun tábhacht an tsóisialaithe a léiriú is ea tarraingt ar an gcúpla cás mífhortúnacha de leanaí nár sóisialaíodh le cabhair daoine fásta nuair a bhí siad ag fás ar chúiseanna a bhain le faillí mí-ádh nó mí-úsáid thoiliúil	c e a n n | d e | n a | m o d h a n n a | i s | c o i t i a n t a | a | ú s á i d t e a r | c h u n | t á b h a c h t | a n | t s ó i s i a l a i t h e | a | l é i r i ú | i s | e a | t a r r a i n g t | a r | a n | g c ú p l a | c á s | m í f h o r t ú n a c h a | d e | l e a n a í | n á r | s ó i s i a l a í o d h | l e | c a b h a i r | d a o i n e | f á s t a | n u a i r | a | b h í | s i a d | a g | f á s | a r | c h ú i s e a n n a | a | b h a i n | l e | f a i l l í | m í - á d h | n ó | m í - ú s á i d | t h o i l i ú i l |	101760	MALE
1961	11289863027558771252.wav	Ceann de na modhanna is coitianta a úsáidtear chun tábhacht an tsóisialaithe a léiriú is ea tarraingt ar an gcúpla cás mífhortúnacha de leanaí nár sóisialaíodh le cabhair daoine fásta nuair a bhí siad ag fás, ar chúiseanna a bhain le faillí, mí-ádh nó mí-úsáid thoiliúil.	ceann de na modhanna is coitianta a úsáidtear chun tábhacht an tsóisialaithe a léiriú is ea tarraingt ar an gcúpla cás mífhortúnacha de leanaí nár sóisialaíodh le cabhair daoine fásta nuair a bhí siad ag fás ar chúiseanna a bhain le faillí mí-ádh nó mí-úsáid thoiliúil	c e a n n | d e | n a | m o d h a n n a | i s | c o i t i a n t a | a | ú s á i d t e a r | c h u n | t á b h a c h t | a n | t s ó i s i a l a i t h e | a | l é i r i ú | i s | e a | t a r r a i n g t | a r | a n | g c ú p l a | c á s | m í f h o r t ú n a c h a | d e | l e a n a í | n á r | s ó i s i a l a í o d h | l e | c a b h a i r | d a o i n e | f á s t a | n u a i r | a | b h í | s i a d | a g | f á s | a r | c h ú i s e a n n a | a | b h a i n | l e | f a i l l í | m í - á d h | n ó | m í - ú s á i d | t h o i l i ú i l |	430080	MALE
1961	2411594877261242969.wav	Ceann de na modhanna is coitianta a úsáidtear chun tábhacht an tsóisialaithe a léiriú is ea tarraingt ar an gcúpla cás mífhortúnacha de leanaí nár sóisialaíodh le cabhair daoine fásta nuair a bhí siad ag fás, ar chúiseanna a bhain le faillí, mí-ádh nó mí-úsáid thoiliúil.	ceann de na modhanna is coitianta a úsáidtear chun tábhacht an tsóisialaithe a léiriú is ea tarraingt ar an gcúpla cás mífhortúnacha de leanaí nár sóisialaíodh le cabhair daoine fásta nuair a bhí siad ag fás ar chúiseanna a bhain le faillí mí-ádh nó mí-úsáid thoiliúil	c e a n n | d e | n a | m o d h a n n a | i s | c o i t i a n t a | a | ú s á i d t e a r | c h u n | t á b h a c h t | a n | t s ó i s i a l a i t h e | a | l é i r i ú | i s | e a | t a r r a i n g t | a r | a n | g c ú p l a | c á s | m í f h o r t ú n a c h a | d e | l e a n a í | n á r | s ó i s i a l a í o d h | l e | c a b h a i r | d a o i n e | f á s t a | n u a i r | a | b h í | s i a d | a g | f á s | a r | c h ú i s e a n n a | a | b h a i n | l e | f a i l l í | m í - á d h | n ó | m í - ú s á i d | t h o i l i ú i l |	389760	MALE
1830	5049405665749265717.wav	Choimeád an páirtí rialaithe, Eagraíocht Phobail Iardheisceart na hAfraice (SWAPO), tromlach sna toghcháin pharlaiminteacha, leis.	choimeád an páirtí rialaithe eagraíocht phobail iardheisceart na hafraice swapo tromlach sna toghcháin pharlaiminteacha leis	c h o i m e á d | a n | p á i r t í | r i a l a i t h e | e a g r a í o c h t | p h o b a i l | i a r d h e i s c e a r t | n a | h a f r a i c e | s w a p o | t r o m l a c h | s n a | t o g h c h á i n | p h a r l a i m i n t e a c h a | l e i s |	206400	MALE
1830	6590518059067694514.wav	Choimeád an páirtí rialaithe, Eagraíocht Phobail Iardheisceart na hAfraice (SWAPO), tromlach sna toghcháin pharlaiminteacha, leis.	choimeád an páirtí rialaithe eagraíocht phobail iardheisceart na hafraice swapo tromlach sna toghcháin pharlaiminteacha leis	c h o i m e á d | a n | p á i r t í | r i a l a i t h e | e a g r a í o c h t | p h o b a i l | i a r d h e i s c e a r t | n a | h a f r a i c e | s w a p o | t r o m l a c h | s n a | t o g h c h á i n | p h a r l a i m i n t e a c h a | l e i s |	259200	MALE
1830	10200386800286571225.wav	Choimeád an páirtí rialaithe, Eagraíocht Phobail Iardheisceart na hAfraice (SWAPO), tromlach sna toghcháin pharlaiminteacha, leis.	choimeád an páirtí rialaithe eagraíocht phobail iardheisceart na hafraice swapo tromlach sna toghcháin pharlaiminteacha leis	c h o i m e á d | a n | p á i r t í | r i a l a i t h e | e a g r a í o c h t | p h o b a i l | i a r d h e i s c e a r t | n a | h a f r a i c e | s w a p o | t r o m l a c h | s n a | t o g h c h á i n | p h a r l a i m i n t e a c h a | l e i s |	248640	MALE
